split,sentence_id,token_id,token,label
train,136,3,will,O
train,136,4,attend,O
train,136,5,an,O
train,136,6,interview,O
train,136,7,at,O
train,136,8,Pakistani,B-ORGANIZATION
train,136,9,Software,I-ORGANIZATION
train,136,10,Export,I-ORGANIZATION
train,136,11,Board,I-ORGANIZATION
train,136,12,on,O
train,136,13,April,B-DATE
train,136,14,2025,I-DATE
train,136,15,.,O
train,137,1,The,O
train,137,2,deep,B-DOMAIN_TERM
train,137,3,learning,I-DOMAIN_TERM
train,137,4,system,O
train,137,5,was,O
train,137,6,developed,O
train,137,7,by,O
train,137,8,National,B-ORGANIZATION
train,137,9,University,I-ORGANIZATION
train,137,10,of,I-ORGANIZATION
train,137,11,Sciences,I-ORGANIZATION
train,137,12,and,I-ORGANIZATION
train,137,13,Technology,I-ORGANIZATION
train,137,14,in,O
train,137,15,Abu,B-LOCATION
train,137,16,Dhabi,I-LOCATION
train,137,17,.,O
train,138,1,Talha,B-PERSON
train,138,2,Saeed,I-PERSON
train,138,3,used,O
train,138,4,transformer,B-DOMAIN_TERM
train,138,5,architecture,I-DOMAIN_TERM
train,138,6,to,O
train,138,7,improve,O
train,138,8,a,O
train,138,9,product,O
train,138,10,built,O
train,138,11,for,O
train,138,12,Microsoft,B-ORGANIZATION
train,138,13,Pakistan,I-ORGANIZATION
train,138,14,.,O
train,139,1,Microsoft,B-ORGANIZATION
train,139,2,Pakistan,I-ORGANIZATION
train,139,3,released,O
train,139,4,its,O
train,139,5,spaCy,B-DOMAIN_TERM
train,139,6,research,O
train,139,7,report,O
train,139,8,in,O
train,139,9,5,B-DATE
train,139,10,May,I-DATE
train,139,11,2026,I-DATE
train,139,12,.,O
train,140,1,Talha,B-PERSON
train,140,2,Saeed,I-PERSON
train,140,3,moved,O
train,140,4,to,O
train,140,5,Pakistan,B-LOCATION
train,140,6,in,O
train,140,7,26,B-DATE
train,140,8,June,I-DATE
train,140,9,2026,I-DATE
train,140,10,and,O
train,140,11,started,O
train,140,12,learning,O
train,140,13,MLOps,B-DOMAIN_TERM
train,140,14,.,O
train,141,1,Omar,B-PERSON
train,141,2,Farooq,I-PERSON
train,141,3,joined,O
train,141,4,OpenAI,B-ORGANIZATION
train,141,5,in,O
train,141,6,Gulberg,B-LOCATION
train,141,7,Lahore,I-LOCATION
train,141,8,on,O
train,141,9,tomorrow,B-DATE
train,141,10,to,O
train,141,11,work,O
train,141,12,on,O
train,141,13,LangChain,B-DOMAIN_TERM
train,141,14,.,O
train,142,1,Sana,B-PERSON
train,142,2,Javed,I-PERSON
train,142,3,presented,O
train,142,4,a,O
train,142,5,project,O
train,142,6,on,O
train,142,7,spaCy,B-DOMAIN_TERM
train,142,8,at,O
train,142,9,Data,B-ORGANIZATION
train,142,10,Science,I-ORGANIZATION
train,142,11,Lab,I-ORGANIZATION
train,142,12,during,O
train,142,13,1,B-DATE
train,142,14,August,I-DATE
train,142,15,2026,I-DATE
train,142,16,.,O
train,143,1,Lahore,B-ORGANIZATION
train,143,2,University,I-ORGANIZATION
train,143,3,of,I-ORGANIZATION
train,143,4,Management,I-ORGANIZATION
train,143,5,Sciences,I-ORGANIZATION
train,143,6,announced,O
train,143,7,a,O
train,143,8,new,O
train,143,9,spaCy,B-DOMAIN_TERM
train,143,10,team,O
train,143,11,in,O
train,143,12,Gulberg,B-LOCATION
train,143,13,Lahore,I-LOCATION
train,143,14,on,O
train,143,15,December,B-DATE
train,143,16,2025,I-DATE
train,143,17,.,O
train,144,1,Bilal,B-PERSON
train,144,2,Hussain,I-PERSON
train,144,3,is,O
train,144,4,an,O
train,144,5,engineer,O
train,144,6,from,O
train,144,7,Rawalpindi,B-LOCATION
train,144,8,with,O
train,144,9,experience,O
train,144,10,in,O
train,144,11,feature,B-DOMAIN_TERM
train,144,12,engineering,I-DOMAIN_TERM
train,144,13,.,O
train,145,1,National,B-ORGANIZATION
train,145,2,University,I-ORGANIZATION
train,145,3,of,I-ORGANIZATION
train,145,4,Sciences,I-ORGANIZATION
train,145,5,and,I-ORGANIZATION
train,145,6,Technology,I-ORGANIZATION
train,145,7,is,O
train,145,8,hiring,O
train,145,9,graduates,O
train,145,10,skilled,O
train,145,11,in,O
train,145,12,Hugging,B-DOMAIN_TERM
train,145,13,Face,I-DOMAIN_TERM
train,145,14,Transformers,I-DOMAIN_TERM
train,145,15,for,O
train,145,16,its,O
train,145,17,Johar,B-LOCATION
train,145,18,Town,I-LOCATION
train,145,19,office,O
train,145,20,.,O
train,146,1,Zainab,B-PERSON
train,146,2,Iqbal,I-PERSON
train,146,3,will,O
train,146,4,attend,O
train,146,5,an,O
train,146,6,interview,O
train,146,7,at,O
train,146,8,CureMD,B-ORGANIZATION
train,146,9,on,O
train,146,10,15,B-DATE
train,146,11,July,I-DATE
train,146,12,2026,I-DATE
train,146,13,.,O
train,147,1,The,O
train,147,2,vector,B-DOMAIN_TERM
train,147,3,database,I-DOMAIN_TERM
train,147,4,system,O
train,147,5,was,O
train,147,6,developed,O
train,147,7,by,O
train,147,8,Confiz,B-ORGANIZATION
train,147,9,in,O
train,147,10,Faisalabad,B-LOCATION
train,147,11,.,O
train,148,1,Mehwish,B-PERSON
train,148,2,Akhtar,I-PERSON
train,148,3,used,O
train,148,4,transformer,B-DOMAIN_TERM
train,148,5,architecture,I-DOMAIN_TERM
train,148,6,to,O
train,148,7,improve,O
train,148,8,a,O
train,148,9,product,O
train,148,10,built,O
train,148,11,for,O
train,148,12,NetSol,B-ORGANIZATION
train,148,13,Technologies,I-ORGANIZATION
train,148,14,.,O
train,149,1,Lahore,B-ORGANIZATION
train,149,2,University,I-ORGANIZATION
train,149,3,of,I-ORGANIZATION
train,149,4,Management,I-ORGANIZATION
train,149,5,Sciences,I-ORGANIZATION
train,149,6,released,O
train,149,7,its,O
train,149,8,retrieval,B-DOMAIN_TERM
train,149,9,augmented,I-DOMAIN_TERM
train,149,10,generation,I-DOMAIN_TERM
train,149,11,research,O
train,149,12,report,O
train,149,13,in,O
train,149,14,tomorrow,B-DATE
train,149,15,.,O
train,150,1,Ali,B-PERSON
train,150,2,Raza,I-PERSON
train,150,3,moved,O
train,150,4,to,O
train,150,5,Abu,B-LOCATION
train,150,6,Dhabi,I-LOCATION
train,150,7,in,O
train,150,8,26,B-DATE
train,150,9,June,I-DATE
train,150,10,2026,I-DATE
train,150,11,and,O
train,150,12,started,O
train,150,13,learning,O
train,150,14,LangGraph,B-DOMAIN_TERM
train,150,15,.,O
train,151,1,Omar,B-PERSON
train,151,2,Farooq,I-PERSON
train,151,3,joined,O
train,151,4,Afiniti,B-ORGANIZATION
train,151,5,in,O
train,151,6,Lahore,B-LOCATION
train,151,7,on,O
train,151,8,Monday,B-DATE
train,151,9,to,O
train,151,10,work,O
train,151,11,on,O
train,151,12,PyTorch,B-DOMAIN_TERM
train,151,13,.,O
train,152,1,Danish,B-PERSON
train,152,2,Ali,I-PERSON
train,152,3,presented,O
train,152,4,a,O
train,152,5,project,O
train,152,6,on,O
train,152,7,semantic,B-DOMAIN_TERM
train,152,8,search,I-DOMAIN_TERM
train,152,9,at,O
train,152,10,Pakistani,B-ORGANIZATION
train,152,11,Software,I-ORGANIZATION
train,152,12,Export,I-ORGANIZATION
train,152,13,Board,I-ORGANIZATION
train,152,14,during,O
train,152,15,September,B-DATE
train,152,16,2026,I-DATE
train,152,17,.,O
train,153,1,Data,B-ORGANIZATION
train,153,2,Science,I-ORGANIZATION
train,153,3,Lab,I-ORGANIZATION
train,153,4,announced,O
train,153,5,a,O
train,153,6,new,O
train,153,7,REST,B-DOMAIN_TERM
train,153,8,API,I-DOMAIN_TERM
train,153,9,team,O
train,153,10,in,O
train,153,11,Silicon,B-LOCATION
train,153,12,Valley,I-LOCATION
train,153,13,on,O
train,153,14,5,B-DATE
train,153,15,May,I-DATE
train,153,16,2026,I-DATE
train,153,17,.,O
train,154,1,Danish,B-PERSON
train,154,2,Ali,I-PERSON
train,154,3,is,O
train,154,4,an,O
train,154,5,engineer,O
train,154,6,from,O
train,154,7,Lahore,B-LOCATION
train,154,8,with,O
train,154,9,experience,O
train,154,10,in,O
train,154,11,token,B-DOMAIN_TERM
train,154,12,classification,I-DOMAIN_TERM
train,154,13,.,O
train,155,1,Data,B-ORGANIZATION
train,155,2,Science,I-ORGANIZATION
train,155,3,Lab,I-ORGANIZATION
train,155,4,is,O
train,155,5,hiring,O
train,155,6,graduates,O
train,155,7,skilled,O
train,155,8,in,O
train,155,9,PyTorch,B-DOMAIN_TERM
train,155,10,for,O
train,155,11,its,O
train,155,12,Silicon,B-LOCATION
train,155,13,Valley,I-LOCATION
train,155,14,office,O
train,155,15,.,O
train,156,1,Mehwish,B-PERSON
train,156,2,Akhtar,I-PERSON
train,156,3,will,O
train,156,4,attend,O
train,156,5,an,O
train,156,6,interview,O
train,156,7,at,O
train,156,8,Lahore,B-ORGANIZATION
train,156,9,University,I-ORGANIZATION
train,156,10,of,I-ORGANIZATION
train,156,11,Management,I-ORGANIZATION
train,156,12,Sciences,I-ORGANIZATION
train,156,13,on,O
train,156,14,1,B-DATE
train,156,15,August,I-DATE
train,156,16,2026,I-DATE
train,156,17,.,O
train,157,1,The,O
train,157,2,PyTorch,B-DOMAIN_TERM
train,157,3,system,O
train,157,4,was,O
train,157,5,developed,O
train,157,6,by,O
train,157,7,Microsoft,B-ORGANIZATION
train,157,8,Pakistan,I-ORGANIZATION
train,157,9,in,O
train,157,10,Rawalpindi,B-LOCATION
train,157,11,.,O
train,158,1,Nida,B-PERSON
train,158,2,Aslam,I-PERSON
train,158,3,used,O
train,158,4,model,B-DOMAIN_TERM
train,158,5,fine,I-DOMAIN_TERM
train,158,6,tuning,I-DOMAIN_TERM
train,158,7,to,O
train,158,8,improve,O
train,158,9,a,O
train,158,10,product,O
train,158,11,built,O
train,158,12,for,O
train,158,13,Systems,B-ORGANIZATION
train,158,14,Limited,I-ORGANIZATION
train,158,15,.,O
train,159,1,Lahore,B-ORGANIZATION
train,159,2,University,I-ORGANIZATION
train,159,3,of,I-ORGANIZATION
train,159,4,Management,I-ORGANIZATION
train,159,5,Sciences,I-ORGANIZATION
train,159,6,released,O
train,159,7,its,O
train,159,8,spaCy,B-DOMAIN_TERM
train,159,9,research,O
train,159,10,report,O
train,159,11,in,O
train,159,12,April,B-DATE
train,159,13,2025,I-DATE
train,159,14,.,O
train,160,1,Usman,B-PERSON
train,160,2,Malik,I-PERSON
train,160,3,moved,O
train,160,4,to,O
train,160,5,Doha,B-LOCATION
train,160,6,in,O
train,160,7,June,B-DATE
train,160,8,2026,I-DATE
train,160,9,and,O
train,160,10,started,O
train,160,11,learning,O
train,160,12,FastAPI,B-DOMAIN_TERM
train,160,13,.,O
train,161,1,Saad,B-PERSON
train,161,2,Qureshi,I-PERSON
train,161,3,joined,O
train,161,4,OpenAI,B-ORGANIZATION
train,161,5,in,O
train,161,6,United,B-LOCATION
train,161,7,Arab,I-LOCATION
train,161,8,Emirates,I-LOCATION
train,161,9,on,O
train,161,10,June,B-DATE
train,161,11,2026,I-DATE
train,161,12,to,O
train,161,13,work,O
train,161,14,on,O
train,161,15,named,B-DOMAIN_TERM
train,161,16,entity,I-DOMAIN_TERM
train,161,17,recognition,I-DOMAIN_TERM
train,161,18,.,O
train,162,1,Sana,B-PERSON
train,162,2,Javed,I-PERSON
train,162,3,presented,O
train,162,4,a,O
train,162,5,project,O
train,162,6,on,O
train,162,7,deep,B-DOMAIN_TERM
train,162,8,learning,I-DOMAIN_TERM
train,162,9,at,O
train,162,10,Arbisoft,B-ORGANIZATION
train,162,11,during,O
train,162,12,December,B-DATE
train,162,13,2025,I-DATE
train,162,14,.,O
train,163,1,CureMD,B-ORGANIZATION
train,163,2,announced,O
train,163,3,a,O
train,163,4,new,O
train,163,5,retrieval,B-DOMAIN_TERM
train,163,6,augmented,I-DOMAIN_TERM
train,163,7,generation,I-DOMAIN_TERM
train,163,8,team,O
train,163,9,in,O
train,163,10,Abu,B-LOCATION
train,163,11,Dhabi,I-LOCATION
train,163,12,on,O
train,163,13,26,B-DATE
train,163,14,June,I-DATE
train,163,15,2026,I-DATE
train,163,16,.,O
train,164,1,Omar,B-PERSON
train,164,2,Farooq,I-PERSON
train,164,3,is,O
train,164,4,an,O
train,164,5,engineer,O
train,164,6,from,O
train,164,7,Dubai,B-LOCATION
train,164,8,with,O
train,164,9,experience,O
train,164,10,in,O
train,164,11,FastAPI,B-DOMAIN_TERM
train,164,12,.,O
train,165,1,National,B-ORGANIZATION
train,165,2,University,I-ORGANIZATION
train,165,3,of,I-ORGANIZATION
train,165,4,Sciences,I-ORGANIZATION
train,165,5,and,I-ORGANIZATION
train,165,6,Technology,I-ORGANIZATION
train,165,7,is,O
train,165,8,hiring,O
train,165,9,graduates,O
train,165,10,skilled,O
train,165,11,in,O
train,165,12,BIO,B-DOMAIN_TERM
train,165,13,tagging,I-DOMAIN_TERM
train,165,14,for,O
train,165,15,its,O
train,165,16,Gulberg,B-LOCATION
train,165,17,Lahore,I-LOCATION
train,165,18,office,O
train,165,19,.,O
train,166,1,Ali,B-PERSON
train,166,2,Raza,I-PERSON
train,166,3,will,O
train,166,4,attend,O
train,166,5,an,O
train,166,6,interview,O
train,166,7,at,O
train,166,8,Microsoft,B-ORGANIZATION
train,166,9,Pakistan,I-ORGANIZATION
train,166,10,on,O
train,166,11,tomorrow,B-DATE
train,166,12,.,O
train,167,1,The,O
train,167,2,named,B-DOMAIN_TERM
train,167,3,entity,I-DOMAIN_TERM
train,167,4,recognition,I-DOMAIN_TERM
train,167,5,system,O
train,167,6,was,O
train,167,7,developed,O
train,167,8,by,O
train,167,9,Techlogix,B-ORGANIZATION
train,167,10,in,O
train,167,11,Rawalpindi,B-LOCATION
train,167,12,.,O
train,168,1,Ayesha,B-PERSON
train,168,2,Khan,I-PERSON
train,168,3,used,O
train,168,4,retrieval,B-DOMAIN_TERM
train,168,5,augmented,I-DOMAIN_TERM
train,168,6,generation,I-DOMAIN_TERM
train,168,7,to,O
train,168,8,improve,O
train,168,9,a,O
train,168,10,product,O
train,168,11,built,O
train,168,12,for,O
train,168,13,National,B-ORGANIZATION
train,168,14,University,I-ORGANIZATION
train,168,15,of,I-ORGANIZATION
train,168,16,Sciences,I-ORGANIZATION
train,168,17,and,I-ORGANIZATION
train,168,18,Technology,I-ORGANIZATION
train,168,19,.,O
train,169,1,OpenAI,B-ORGANIZATION
train,169,2,released,O
train,169,3,its,O
train,169,4,computer,B-DOMAIN_TERM
train,169,5,vision,I-DOMAIN_TERM
train,169,6,research,O
train,169,7,report,O
train,169,8,in,O
train,169,9,Monday,B-DATE
train,169,10,.,O
train,170,1,Nida,B-PERSON
train,170,2,Aslam,I-PERSON
train,170,3,moved,O
train,170,4,to,O
train,170,5,Karachi,B-LOCATION
train,170,6,in,O
train,170,7,September,B-DATE
train,170,8,2026,I-DATE
train,170,9,and,O
train,170,10,started,O
train,170,11,learning,O
train,170,12,retrieval,B-DOMAIN_TERM
train,170,13,augmented,I-DOMAIN_TERM
train,170,14,generation,I-DOMAIN_TERM
train,170,15,.,O
train,171,1,Omar,B-PERSON
train,171,2,Farooq,I-PERSON
train,171,3,joined,O
train,171,4,Lahore,B-ORGANIZATION
train,171,5,University,I-ORGANIZATION
train,171,6,of,I-ORGANIZATION
train,171,7,Management,I-ORGANIZATION
train,171,8,Sciences,I-ORGANIZATION
train,171,9,in,O
train,171,10,Faisalabad,B-LOCATION
train,171,11,on,O
train,171,12,5,B-DATE
train,171,13,May,I-DATE
train,171,14,2026,I-DATE
train,171,15,to,O
train,171,16,work,O
train,171,17,on,O
train,171,18,prompt,B-DOMAIN_TERM
train,171,19,engineering,I-DOMAIN_TERM
train,171,20,.,O
train,172,1,Fatima,B-PERSON
train,172,2,Noor,I-PERSON
train,172,3,presented,O
train,172,4,a,O
train,172,5,project,O
train,172,6,on,O
train,172,7,semantic,B-DOMAIN_TERM
train,172,8,search,I-DOMAIN_TERM
train,172,9,at,O
train,172,10,OpenAI,B-ORGANIZATION
train,172,11,during,O
train,172,12,tomorrow,B-DATE
train,172,13,.,O
train,173,1,National,B-ORGANIZATION
train,173,2,University,I-ORGANIZATION
train,173,3,of,I-ORGANIZATION
train,173,4,Sciences,I-ORGANIZATION
train,173,5,and,I-ORGANIZATION
train,173,6,Technology,I-ORGANIZATION
train,173,7,announced,O
train,173,8,a,O
train,173,9,new,O
train,173,10,token,B-DOMAIN_TERM
train,173,11,classification,I-DOMAIN_TERM
train,173,12,team,O
train,173,13,in,O
train,173,14,Gulberg,B-LOCATION
train,173,15,Lahore,I-LOCATION
train,173,16,on,O
train,173,17,January,B-DATE
train,173,18,2025,I-DATE
train,173,19,.,O
train,174,1,Sara,B-PERSON
train,174,2,Ahmed,I-PERSON
train,174,3,is,O
train,174,4,an,O
train,174,5,engineer,O
train,174,6,from,O
train,174,7,Lahore,B-LOCATION
train,174,8,with,O
train,174,9,experience,O
train,174,10,in,O
train,174,11,token,B-DOMAIN_TERM
train,174,12,classification,I-DOMAIN_TERM
train,174,13,.,O
train,175,1,Punjab,B-ORGANIZATION
train,175,2,University,I-ORGANIZATION
train,175,3,is,O
train,175,4,hiring,O
train,175,5,graduates,O
train,175,6,skilled,O
train,175,7,in,O
train,175,8,FastAPI,B-DOMAIN_TERM
train,175,9,for,O
train,175,10,its,O
train,175,11,Silicon,B-LOCATION
train,175,12,Valley,I-LOCATION
train,175,13,office,O
train,175,14,.,O
train,176,1,Hamza,B-PERSON
train,176,2,Siddiqui,I-PERSON
train,176,3,will,O
train,176,4,attend,O
train,176,5,an,O
train,176,6,interview,O
train,176,7,at,O
train,176,8,NetSol,B-ORGANIZATION
train,176,9,Technologies,I-ORGANIZATION
train,176,10,on,O
train,176,11,tomorrow,B-DATE
train,176,12,.,O
train,177,1,The,O
train,177,2,token,B-DOMAIN_TERM
train,177,3,classification,I-DOMAIN_TERM
train,177,4,system,O
train,177,5,was,O
train,177,6,developed,O
train,177,7,by,O
train,177,8,NetSol,B-ORGANIZATION
train,177,9,Technologies,I-ORGANIZATION
train,177,10,in,O
train,177,11,Saudi,B-LOCATION
train,177,12,Arabia,I-LOCATION
train,177,13,.,O
train,178,1,Mahnoor,B-PERSON
train,178,2,Rehman,I-PERSON
train,178,3,used,O
train,178,4,REST,B-DOMAIN_TERM
train,178,5,API,I-DOMAIN_TERM
train,178,6,to,O
train,178,7,improve,O
train,178,8,a,O
train,178,9,product,O
train,178,10,built,O
train,178,11,for,O
train,178,12,National,B-ORGANIZATION
train,178,13,University,I-ORGANIZATION
train,178,14,of,I-ORGANIZATION
train,178,15,Sciences,I-ORGANIZATION
train,178,16,and,I-ORGANIZATION
train,178,17,Technology,I-ORGANIZATION
train,178,18,.,O
train,179,1,Techlogix,B-ORGANIZATION
train,179,2,released,O
train,179,3,its,O
train,179,4,model,B-DOMAIN_TERM
train,179,5,fine,I-DOMAIN_TERM
train,179,6,tuning,I-DOMAIN_TERM
train,179,7,research,O
train,179,8,report,O
train,179,9,in,O
train,179,10,next,B-DATE
train,179,11,Friday,I-DATE
train,179,12,.,O
train,180,1,Hira,B-PERSON
train,180,2,Shah,I-PERSON
train,180,3,moved,O
train,180,4,to,O
train,180,5,Doha,B-LOCATION
train,180,6,in,O
train,180,7,today,B-DATE
train,180,8,and,O
train,180,9,started,O
train,180,10,learning,O
train,180,11,vector,B-DOMAIN_TERM
train,180,12,database,I-DOMAIN_TERM
train,180,13,.,O
train,181,1,Jamal,B-PERSON
train,181,2,Masood,I-PERSON
train,181,3,joined,O
train,181,4,Data,B-ORGANIZATION
train,181,5,Science,I-ORGANIZATION
train,181,6,Lab,I-ORGANIZATION
train,181,7,in,O
train,181,8,Abu,B-LOCATION
train,181,9,Dhabi,I-LOCATION
train,181,10,on,O
train,181,11,April,B-DATE
train,181,12,2025,I-DATE
train,181,13,to,O
train,181,14,work,O
train,181,15,on,O
train,181,16,Hugging,B-DOMAIN_TERM
train,181,17,Face,I-DOMAIN_TERM
train,181,18,Transformers,I-DOMAIN_TERM
train,181,19,.,O
train,182,1,Sara,B-PERSON
train,182,2,Ahmed,I-PERSON
train,182,3,presented,O
train,182,4,a,O
train,182,5,project,O
train,182,6,on,O
train,182,7,spaCy,B-DOMAIN_TERM
train,182,8,at,O
train,182,9,Afiniti,B-ORGANIZATION
train,182,10,during,O
train,182,11,today,B-DATE
train,182,12,.,O
train,183,1,Afiniti,B-ORGANIZATION
train,183,2,announced,O
train,183,3,a,O
train,183,4,new,O
train,183,5,LangChain,B-DOMAIN_TERM
train,183,6,team,O
train,183,7,in,O
train,183,8,Islamabad,B-LOCATION
train,183,9,on,O
train,183,10,tomorrow,B-DATE
train,183,11,.,O
train,184,1,Bilal,B-PERSON
train,184,2,Hussain,I-PERSON
train,184,3,is,O
train,184,4,an,O
train,184,5,engineer,O
train,184,6,from,O
train,184,7,Johar,B-LOCATION
train,184,8,Town,I-LOCATION
train,184,9,with,O
train,184,10,experience,O
train,184,11,in,O
train,184,12,LangGraph,B-DOMAIN_TERM
train,184,13,.,O
train,185,1,Microsoft,B-ORGANIZATION
train,185,2,Pakistan,I-ORGANIZATION
train,185,3,is,O
train,185,4,hiring,O
train,185,5,graduates,O
train,185,6,skilled,O
train,185,7,in,O
train,185,8,multi,B-DOMAIN_TERM
train,185,9,agent,I-DOMAIN_TERM
train,185,10,systems,I-DOMAIN_TERM
train,185,11,for,O
train,185,12,its,O
train,185,13,Abu,B-LOCATION
train,185,14,Dhabi,I-LOCATION
train,185,15,office,O
train,185,16,.,O
train,186,1,Saad,B-PERSON
train,186,2,Qureshi,I-PERSON
train,186,3,will,O
train,186,4,attend,O
train,186,5,an,O
train,186,6,interview,O
train,186,7,at,O
train,186,8,CureMD,B-ORGANIZATION
train,186,9,on,O
train,186,10,April,B-DATE
train,186,11,2025,I-DATE
train,186,12,.,O
train,187,1,The,O
train,187,2,transformer,B-DOMAIN_TERM
train,187,3,architecture,I-DOMAIN_TERM
train,187,4,system,O
train,187,5,was,O
train,187,6,developed,O
train,187,7,by,O
train,187,8,CureMD,B-ORGANIZATION
train,187,9,in,O
train,187,10,Silicon,B-LOCATION
train,187,11,Valley,I-LOCATION
train,187,12,.,O
train,188,1,Omar,B-PERSON
train,188,2,Farooq,I-PERSON
train,188,3,used,O
train,188,4,FastAPI,B-DOMAIN_TERM
train,188,5,to,O
train,188,6,improve,O
train,188,7,a,O
train,188,8,product,O
train,188,9,built,O
train,188,10,for,O
train,188,11,OpenAI,B-ORGANIZATION
train,188,12,.,O
train,189,1,Systems,B-ORGANIZATION
train,189,2,Limited,I-ORGANIZATION
train,189,3,released,O
train,189,4,its,O
train,189,5,vector,B-DOMAIN_TERM
train,189,6,database,I-DOMAIN_TERM
train,189,7,research,O
train,189,8,report,O
train,189,9,in,O
train,189,10,April,B-DATE
train,189,11,2025,I-DATE
train,189,12,.,O
train,190,1,Fatima,B-PERSON
train,190,2,Noor,I-PERSON
train,190,3,moved,O
train,190,4,to,O
train,190,5,Rawalpindi,B-LOCATION
train,190,6,in,O
train,190,7,26,B-DATE
train,190,8,June,I-DATE
train,190,9,2026,I-DATE
train,190,10,and,O
train,190,11,started,O
train,190,12,learning,O
train,190,13,BIO,B-DOMAIN_TERM
train,190,14,tagging,I-DOMAIN_TERM
train,190,15,.,O
train,191,1,Ahmed,B-PERSON
train,191,2,Rauf,I-PERSON
train,191,3,joined,O
train,191,4,CureMD,B-ORGANIZATION
train,191,5,in,O
train,191,6,Silicon,B-LOCATION
train,191,7,Valley,I-LOCATION
train,191,8,on,O
train,191,9,September,B-DATE
train,191,10,2026,I-DATE
train,191,11,to,O
train,191,12,work,O
train,191,13,on,O
train,191,14,semantic,B-DOMAIN_TERM
train,191,15,search,I-DOMAIN_TERM
train,191,16,.,O
train,192,1,Bilal,B-PERSON
train,192,2,Hussain,I-PERSON
train,192,3,presented,O
train,192,4,a,O
train,192,5,project,O
train,192,6,on,O
train,192,7,retrieval,B-DOMAIN_TERM
train,192,8,augmented,I-DOMAIN_TERM
train,192,9,generation,I-DOMAIN_TERM
train,192,10,at,O
train,192,11,Google,B-ORGANIZATION
train,192,12,during,O
train,192,13,1,B-DATE
train,192,14,August,I-DATE
train,192,15,2026,I-DATE
train,192,16,.,O
train,193,1,Confiz,B-ORGANIZATION
train,193,2,announced,O
train,193,3,a,O
train,193,4,new,O
train,193,5,Hugging,B-DOMAIN_TERM
train,193,6,Face,I-DOMAIN_TERM
train,193,7,Transformers,I-DOMAIN_TERM
train,193,8,team,O
train,193,9,in,O
train,193,10,Saudi,B-LOCATION
train,193,11,Arabia,I-LOCATION
train,193,12,on,O
train,193,13,next,B-DATE
train,193,14,Friday,I-DATE
train,193,15,.,O
train,194,1,Mehwish,B-PERSON
train,194,2,Akhtar,I-PERSON
train,194,3,is,O
train,194,4,an,O
train,194,5,engineer,O
train,194,6,from,O
train,194,7,Rawalpindi,B-LOCATION
train,194,8,with,O
train,194,9,experience,O
train,194,10,in,O
train,194,11,Hugging,B-DOMAIN_TERM
train,194,12,Face,I-DOMAIN_TERM
train,194,13,Transformers,I-DOMAIN_TERM
train,194,14,.,O
train,195,1,Microsoft,B-ORGANIZATION
train,195,2,Pakistan,I-ORGANIZATION
train,195,3,is,O
train,195,4,hiring,O
train,195,5,graduates,O
train,195,6,skilled,O
train,195,7,in,O
train,195,8,named,B-DOMAIN_TERM
train,195,9,entity,I-DOMAIN_TERM
train,195,10,recognition,I-DOMAIN_TERM
train,195,11,for,O
train,195,12,its,O
train,195,13,Johar,B-LOCATION
train,195,14,Town,I-LOCATION
train,195,15,office,O
train,195,16,.,O
train,196,1,Maryam,B-PERSON
train,196,2,Tariq,I-PERSON
train,196,3,will,O
train,196,4,attend,O
train,196,5,an,O
train,196,6,interview,O
train,196,7,at,O
train,196,8,Confiz,B-ORGANIZATION
train,196,9,on,O
train,196,10,tomorrow,B-DATE
train,196,11,.,O
train,197,1,The,O
train,197,2,Hugging,B-DOMAIN_TERM
train,197,3,Face,I-DOMAIN_TERM
train,197,4,Transformers,I-DOMAIN_TERM
train,197,5,system,O
train,197,6,was,O
train,197,7,developed,O
train,197,8,by,O
train,197,9,Punjab,B-ORGANIZATION
train,197,10,University,I-ORGANIZATION
train,197,11,in,O
train,197,12,Pakistan,B-LOCATION
train,197,13,.,O
train,198,1,Mehwish,B-PERSON
train,198,2,Akhtar,I-PERSON
train,198,3,used,O
train,198,4,multi,B-DOMAIN_TERM
train,198,5,agent,I-DOMAIN_TERM
train,198,6,systems,I-DOMAIN_TERM
train,198,7,to,O
train,198,8,improve,O
train,198,9,a,O
train,198,10,product,O
train,198,11,built,O
train,198,12,for,O
train,198,13,Google,B-ORGANIZATION
train,198,14,.,O
train,199,1,Techlogix,B-ORGANIZATION
train,199,2,released,O
train,199,3,its,O
train,199,4,spaCy,B-DOMAIN_TERM
train,199,5,research,O
train,199,6,report,O
train,199,7,in,O
train,199,8,tomorrow,B-DATE
train,199,9,.,O
train,200,1,Bilal,B-PERSON
train,200,2,Hussain,I-PERSON
train,200,3,moved,O
train,200,4,to,O
train,200,5,Faisalabad,B-LOCATION
train,200,6,in,O
train,200,7,Monday,B-DATE
train,200,8,and,O
train,200,9,started,O
train,200,10,learning,O
train,200,11,large,B-DOMAIN_TERM
train,200,12,language,I-DOMAIN_TERM
train,200,13,models,I-DOMAIN_TERM
train,200,14,.,O
train,201,1,Hamza,B-PERSON
train,201,2,Siddiqui,I-PERSON
train,201,3,joined,O
train,201,4,Techlogix,B-ORGANIZATION
train,201,5,in,O
train,201,6,Karachi,B-LOCATION
train,201,7,on,O
train,201,8,tomorrow,B-DATE
train,201,9,to,O
train,201,10,work,O
train,201,11,on,O
train,201,12,LangGraph,B-DOMAIN_TERM
